Locality,Property_Type,Area_sqft,Bedrooms,Bathrooms,Balconies,Floor,Total_Floors,Property_Age,Furnished,Parking,Lift,Power_Backup,Security,Gym,Swimming_Pool,Distance_Metro_km,Distance_School_km,Distance_Hospital_km,Facing,Water_Supply,Latitude,Longitude,Price_Lakhs
Tellapur,Independent House,1852,3,2,0,5,9,23,Semi-Furnished,0,No,No,No,Yes,Yes,1.02,3.31,4.54,South,Limited,17.455909,78.454701,93.93
Nizampet,Apartment,1494,3,3,1,2,13,10,Unfurnished,2,Yes,No,Yes,Yes,Yes,9.83,2.72,9.47,North-East,24x7,17.302627,78.54206,94.69
Malkajgiri,Apartment,2241,4,4,1,0,12,15,Semi-Furnished,1,Yes,Yes,Yes,Yes,Yes,12.9,5.23,8.88,South-West,24x7,17.321364,78.472769,101.82
ECIL,Apartment,1907,4,3,0,0,20,14,Semi-Furnished,0,Yes,Yes,No,Yes,Yes,11.47,4.07,6.48,South,12 Hours,17.426321,78.49377,82.38
Nampally,Apartment,1074,2,2,1,7,12,7,Semi-Furnished,1,No,Yes,No,No,Yes,3.11,3.3,4.57,North-West,Limited,17.324297,78.429049,55.85
Balapur,Independent House,1330,3,3,1,1,15,4,Unfurnished,1,Yes,Yes,Yes,No,Yes,9.73,4.68,4.65,South-West,Limited,17.349414,78.498649,47.43
Shamshabad,Villa,1494,3,4,3,3,7,22,Fully Furnished,0,Yes,Yes,Yes,No,Yes,10.49,1.14,9.87,North-West,Limited,17.418385,78.473779,79.66
Meerpet,Apartment,1289,3,3,1,0,3,13,Fully Furnished,0,Yes,Yes,No,No,Yes,1.16,5.82,8.42,South,12 Hours,17.428849,78.572733,58.73
Nizampet,Apartment,1271,2,2,2,13,19,18,Unfurnished,1,Yes,Yes,Yes,Yes,No,9.62,1.57,8.95,South-West,12 Hours,17.336781,78.397265,63.36
Alwal,Apartment,1842,3,4,2,3,16,1,Fully Furnished,0,Yes,No,Yes,Yes,Yes,1.13,0.63,1.07,South-East,24x7,17.309261,78.447255,103.04
Himayat Nagar,Independent House,1093,2,3,1,6,10,11,Fully Furnished,1,Yes,No,Yes,No,No,9.99,2.16,3.11,South-East,Limited,17.397883,78.506817,87.67
Kompally,Independent House,1562,3,4,2,2,3,9,Fully Furnished,1,Yes,No,Yes,No,No,7.68,2.71,9.89,West,Limited,17.360947,78.510139,78.93
Puppalaguda,Independent House,3010,5,5,2,11,19,18,Semi-Furnished,1,No,Yes,Yes,Yes,Yes,6.99,2.72,2.23,South-East,Limited,17.430526,78.571221,226.78
Kothapet,Apartment,1138,2,2,0,2,5,2,Fully Furnished,1,No,No,No,No,Yes,7.07,1.3,5.1,South-East,24x7,17.403343,78.425105,63.96
Kokapet,Apartment,959,2,1,0,15,20,1,Fully Furnished,0,Yes,No,Yes,Yes,Yes,2.27,5.07,2.4,North,12 Hours,17.409676,78.507194,83.62
Kismatpur,Apartment,1233,3,2,2,12,19,4,Fully Furnished,1,Yes,No,No,No,Yes,9.25,7.39,4.94,South,Limited,17.390731,78.453589,54.94
Quthbullapur,Apartment,1224,3,2,3,4,17,9,Semi-Furnished,1,No,No,No,No,Yes,6.76,5.57,0.55,North-East,24x7,17.324511,78.547735,61.15
Habsiguda,Apartment,1564,3,2,2,9,11,5,Semi-Furnished,2,No,Yes,No,Yes,No,6.01,6.08,1.89,North,12 Hours,17.301993,78.473949,87.18
Kothaguda,Apartment,2435,4,5,1,1,16,23,Fully Furnished,1,No,Yes,Yes,Yes,No,9.75,7.04,9.79,South-East,12 Hours,17.372543,78.442051,174.71
Gachibowli,Apartment,2313,4,5,0,1,18,12,Fully Furnished,1,Yes,No,No,Yes,No,14.59,4.95,9.86,East,24x7,17.3544,78.573274,215.28
Beeramguda,Villa,1116,2,3,2,6,11,25,Unfurnished,0,No,No,Yes,Yes,Yes,13.1,4.49,5.67,West,12 Hours,17.385474,78.452277,51.86
Miyapur,Apartment,1338,3,3,3,7,16,20,Fully Furnished,2,Yes,Yes,Yes,Yes,Yes,1.61,1.96,5.26,North-West,24x7,17.292343,78.481654,71.96
Nallagandla,Apartment,960,2,1,0,6,8,20,Fully Furnished,0,Yes,No,Yes,Yes,Yes,2.94,0.65,2.82,South-East,12 Hours,17.469107,78.389101,61.93
Madhapur,Apartment,859,2,2,0,15,15,20,Semi-Furnished,1,Yes,Yes,Yes,Yes,Yes,14.29,3.2,3.76,South,24x7,17.433133,78.483704,71.7
Vanasthalipuram,Apartment,1292,2,3,0,1,12,10,Semi-Furnished,2,No,No,No,Yes,Yes,7.25,5.12,9.03,South-West,24x7,17.479492,78.490302,57.12
Peerzadiguda,Apartment,866,2,2,0,2,2,7,Fully Furnished,2,Yes,Yes,No,Yes,Yes,12.64,1.59,4.11,East,24x7,17.332322,78.4834,36.86
Bandlaguda Jagir,Apartment,888,2,2,0,2,12,22,Semi-Furnished,1,Yes,No,Yes,Yes,Yes,1.78,1.16,4.65,North-West,Limited,17.299979,78.407932,44.71
Vanasthalipuram,Apartment,1197,2,1,0,3,3,14,Fully Furnished,0,Yes,No,No,No,Yes,14.32,0.35,3.54,North-West,24x7,17.332964,78.425692,56.64
Lakdikapul,Apartment,1076,2,2,0,1,6,1,Fully Furnished,2,No,Yes,No,No,Yes,9.79,0.48,9.48,East,12 Hours,17.438749,78.399089,88.68
Raidurg,Apartment,1262,3,3,0,10,15,25,Semi-Furnished,0,No,No,Yes,No,No,13.97,3.74,2.71,South-West,Limited,17.308842,78.393992,107.92
Mallapur,Apartment,553,1,1,0,12,15,8,Fully Furnished,1,Yes,No,Yes,No,No,10.91,0.36,5.23,North,12 Hours,17.451833,78.410294,27.33
Nagole,Apartment,1221,2,2,2,4,6,0,Unfurnished,2,Yes,Yes,Yes,No,Yes,1.8,1.51,8.35,North-East,24x7,17.37258,78.555499,76.31
Pragathi Nagar,Apartment,570,1,1,0,2,6,1,Semi-Furnished,1,Yes,Yes,No,No,No,12.13,5.84,4.88,South-East,12 Hours,17.369343,78.394685,30.72
Nampally,Independent House,1073,2,3,0,1,3,25,Semi-Furnished,0,No,Yes,No,No,Yes,14.13,4.48,6.75,West,Limited,17.400523,78.500881,64.16
Neknampur,Builder Floor,1980,4,4,3,12,16,14,Semi-Furnished,1,Yes,No,Yes,No,No,11.2,1.04,0.87,North,24x7,17.348107,78.408025,103.49
Nacharam,Apartment,2194,4,5,0,1,5,21,Unfurnished,2,Yes,No,No,Yes,No,7.06,7.03,4.68,North,12 Hours,17.304899,78.540019,91.09
Nallagandla,Apartment,1151,2,2,2,8,9,18,Fully Furnished,1,Yes,No,No,Yes,No,14.38,5.07,8.83,South,24x7,17.479015,78.559714,72.58
Himayat Nagar,Apartment,1216,3,3,2,0,1,18,Fully Furnished,1,No,Yes,No,No,No,8.24,2.35,6.93,South,Limited,17.425173,78.443741,90.31
Suchitra,Independent House,1196,2,2,0,1,8,17,Fully Furnished,2,No,No,No,Yes,Yes,7.36,2.87,9.82,South,24x7,17.37613,78.483103,61.53
Banjara Hills,Apartment,603,1,2,1,3,7,8,Unfurnished,0,No,Yes,Yes,No,No,10.5,2.27,7.05,North-West,24x7,17.341384,78.450308,74.74
Nizampet,Apartment,2269,4,5,1,3,7,11,Semi-Furnished,0,No,No,No,No,No,12.09,1.2,9.12,North-East,24x7,17.296245,78.483827,123.53
Quthbullapur,Apartment,1023,2,2,2,4,9,18,Semi-Furnished,1,No,Yes,Yes,No,Yes,12.92,6.22,4.1,West,12 Hours,17.407073,78.495981,41.77
Kothaguda,Apartment,3035,5,5,3,5,20,8,Fully Furnished,1,No,Yes,No,Yes,No,6.89,1.87,2.54,South-West,12 Hours,17.353655,78.55711,237.03
Meerpet,Apartment,1262,3,4,2,2,4,11,Fully Furnished,0,Yes,No,No,Yes,Yes,1.21,7.68,8.22,North,12 Hours,17.387948,78.406616,49.44
Pragathi Nagar,Apartment,1343,3,3,3,3,10,23,Semi-Furnished,2,No,Yes,No,Yes,Yes,14.82,5.19,9.25,South-East,24x7,17.477737,78.462097,56.64
Tarnaka,Apartment,1586,3,4,1,9,15,19,Unfurnished,0,Yes,No,Yes,No,No,0.63,0.9,7.84,South-West,24x7,17.300943,78.523323,98.23
Jubilee Hills,Apartment,851,2,2,2,1,7,13,Unfurnished,0,No,Yes,Yes,No,Yes,8.59,6.55,5.64,South,Limited,17.400133,78.411923,89.54
Khajaguda,Apartment,1281,3,3,2,2,5,1,Semi-Furnished,2,No,No,No,No,Yes,0.97,0.77,1.14,West,12 Hours,17.438269,78.467983,116.34
Sainikpuri,Apartment,1281,2,3,0,8,8,13,Unfurnished,2,No,No,Yes,No,No,7.13,2.79,4.97,South-East,24x7,17.414737,78.56655,74.76
Kismatpur,Apartment,1024,2,2,1,15,16,21,Fully Furnished,2,Yes,No,No,No,Yes,7.3,5.84,1.45,North-West,Limited,17.311258,78.448638,49.27
Kismatpur,Independent House,1524,3,2,2,0,8,7,Semi-Furnished,1,Yes,Yes,No,No,No,6.67,0.42,6.37,South,12 Hours,17.466765,78.53878,74.74
Isnapur,Villa,1098,2,2,0,0,6,1,Unfurnished,2,No,Yes,No,Yes,Yes,6.01,6.76,3.21,West,Limited,17.345193,78.423509,49.41
Tellapur,Apartment,1262,3,3,1,6,11,11,Unfurnished,1,Yes,No,Yes,No,No,11.57,7.58,3.64,South-West,Limited,17.379832,78.431858,81.55
Masab Tank,Independent House,964,2,3,1,11,18,23,Fully Furnished,0,No,Yes,Yes,Yes,No,14.1,6.03,8.38,South-East,12 Hours,17.293067,78.451934,69.58
Maheshwaram,Apartment,1532,3,3,1,5,16,19,Semi-Furnished,2,No,No,Yes,Yes,No,7.7,5.53,6.06,East,24x7,17.314592,78.583631,42.98
Kompally,Apartment,1074,2,1,0,8,18,24,Unfurnished,1,Yes,Yes,No,Yes,No,8.68,2.76,8.94,South,Limited,17.311071,78.427407,52.81
Himayat Nagar,Independent House,1161,2,3,1,5,8,5,Fully Furnished,1,No,Yes,No,Yes,No,11.34,0.47,1.07,North-West,24x7,17.370101,78.499783,94.29
Lakdikapul,Apartment,1058,2,1,0,15,17,16,Semi-Furnished,0,No,Yes,Yes,No,No,14.95,7.18,2.29,South,Limited,17.291886,78.475865,65.43
Gachibowli,Apartment,1767,4,5,0,0,13,7,Unfurnished,2,Yes,Yes,No,No,No,1.76,5.31,2.87,South-East,24x7,17.462048,78.404041,163.98
Film Nagar,Villa,1091,2,1,2,5,6,2,Unfurnished,2,Yes,No,No,No,No,14.12,6.33,4.82,South-East,12 Hours,17.467646,78.464295,178.89
Tolichowki,Apartment,1166,2,1,0,8,9,3,Fully Furnished,1,No,Yes,No,Yes,Yes,13.58,1.38,6.43,North-West,12 Hours,17.311739,78.573779,67.04
Alwal,Apartment,1338,3,3,1,1,7,6,Semi-Furnished,2,Yes,No,No,No,Yes,7.24,1.4,2.88,South-East,24x7,17.473267,78.522023,59.27
Jubilee Hills,Apartment,1527,3,2,2,8,10,15,Semi-Furnished,0,Yes,No,No,Yes,No,10.08,3.79,8.85,South-West,24x7,17.472636,78.441813,191.4
Chandanagar,Apartment,1017,2,3,0,2,12,21,Unfurnished,0,Yes,No,Yes,No,No,11.64,1.54,5.69,North-East,Limited,17.425162,78.539763,49.73
Kismatpur,Apartment,2435,4,4,2,3,3,21,Fully Furnished,1,Yes,No,No,No,No,14.98,3.63,7.79,North,24x7,17.32596,78.5463,101.19
Banjara Hills,Apartment,1873,4,4,1,12,17,15,Fully Furnished,1,No,No,No,Yes,Yes,7.78,3.92,5.14,North-West,24x7,17.297759,78.464145,179.83
Begumpet,Apartment,666,1,2,1,5,5,10,Unfurnished,2,Yes,Yes,Yes,No,Yes,7.19,7.23,0.81,South-West,24x7,17.345898,78.583289,54.37
Nacharam,Apartment,900,2,2,2,0,10,23,Semi-Furnished,2,Yes,Yes,No,No,No,7.48,6.79,5.13,North-East,Limited,17.428535,78.582024,33.44
LB Nagar,Villa,2478,4,5,3,10,17,2,Semi-Furnished,2,Yes,No,No,Yes,No,5.7,3.9,7.08,North-West,12 Hours,17.445368,78.473606,164.25
Tarnaka,Villa,1148,2,2,0,7,19,13,Fully Furnished,0,No,No,No,Yes,No,8.75,3.15,1.63,South-East,24x7,17.321132,78.576237,71.22
Kompally,Apartment,946,2,2,0,5,9,2,Fully Furnished,0,No,No,No,Yes,Yes,1.68,1.42,7.24,South-West,Limited,17.350244,78.537938,47.87
Attapur,Apartment,1096,2,3,2,1,7,18,Semi-Furnished,0,Yes,No,Yes,No,Yes,4.27,1.88,5.92,North,24x7,17.406642,78.475615,59.55
Meerpet,Apartment,852,2,1,0,9,16,12,Fully Furnished,2,Yes,Yes,No,No,Yes,14.61,6.1,1.36,South-East,24x7,17.330666,78.398392,34.03
Beeramguda,Independent House,1027,2,2,1,1,1,25,Unfurnished,0,Yes,Yes,No,Yes,No,6.55,1.89,7.5,South-West,12 Hours,17.379862,78.420304,28.88
Lakdikapul,Independent House,1161,2,2,0,1,1,0,Fully Furnished,0,Yes,Yes,No,Yes,Yes,3.66,1.28,7.79,North,Limited,17.364997,78.398178,89.54
Begumpet,Apartment,1330,3,3,2,1,14,3,Fully Furnished,2,Yes,Yes,Yes,Yes,No,12.93,5.48,7.34,North-West,Limited,17.461869,78.417049,114.75
Habsiguda,Apartment,1404,3,2,0,1,4,16,Unfurnished,1,No,Yes,Yes,No,No,6.08,2.06,6.68,North-East,12 Hours,17.417948,78.470567,63.8
LB Nagar,Apartment,1284,2,2,2,8,17,10,Unfurnished,0,Yes,No,Yes,Yes,No,14.82,0.54,2.64,North-West,24x7,17.367146,78.487627,57.41
Maheshwaram,Apartment,952,2,2,2,5,9,4,Fully Furnished,1,No,No,No,Yes,No,1.19,6.51,7.94,South,24x7,17.423344,78.518969,31.55
LB Nagar,Apartment,884,2,2,2,5,13,4,Semi-Furnished,2,No,Yes,No,Yes,Yes,7.86,7.23,9.14,West,12 Hours,17.35865,78.582506,45.71
Malkajgiri,Apartment,1474,3,2,1,11,13,2,Semi-Furnished,1,No,No,No,Yes,Yes,14.4,5.71,8.15,South-East,24x7,17.385389,78.568686,81.36
Beeramguda,Apartment,1777,3,2,1,9,19,17,Semi-Furnished,2,No,Yes,No,No,No,7.46,6.53,4.39,South-East,24x7,17.401414,78.546261,64.15
Saroornagar,Independent House,1024,2,1,2,2,2,18,Unfurnished,2,No,No,No,No,Yes,2.55,1.9,7.12,North-West,Limited,17.376378,78.481722,55.75
Attapur,Villa,1491,3,2,1,0,15,13,Semi-Furnished,0,No,Yes,No,Yes,No,8.26,7.96,4.66,East,Limited,17.478341,78.526133,72.19
Hitech City,Villa,1763,3,2,0,0,6,24,Fully Furnished,2,No,No,No,No,Yes,6.92,7.57,2.39,South-West,24x7,17.457592,78.482812,174.48
Sainikpuri,Apartment,2070,4,5,3,1,1,20,Unfurnished,2,Yes,No,No,No,No,12.18,6.76,8.54,South-East,12 Hours,17.394943,78.470133,108.28
Madhapur,Apartment,1406,3,3,0,4,13,23,Fully Furnished,0,No,No,No,No,Yes,10.92,0.69,3.86,South-East,Limited,17.325799,78.551993,123.96
Kothaguda,Apartment,1151,2,2,1,2,14,10,Semi-Furnished,1,Yes,Yes,No,Yes,No,0.7,1.0,3.29,West,12 Hours,17.295922,78.581069,87.03
Pocharam,Apartment,846,1,1,0,6,15,16,Fully Furnished,1,No,No,No,Yes,No,11.06,2.48,8.52,South,Limited,17.343175,78.480581,28.05
Madhapur,Apartment,904,2,2,2,7,13,2,Fully Furnished,0,Yes,Yes,Yes,Yes,No,4.76,7.48,5.64,North-East,Limited,17.345981,78.425235,101.71
Tukkuguda,Apartment,2296,4,3,1,9,12,9,Fully Furnished,0,No,Yes,No,Yes,Yes,5.05,3.75,6.44,East,Limited,17.344572,78.54271,70.25
Suchitra,Apartment,1658,3,4,3,13,13,13,Unfurnished,2,No,Yes,No,Yes,Yes,11.83,6.7,0.66,South,Limited,17.330496,78.419937,67.92
Boduppal,Apartment,998,2,2,0,3,17,16,Unfurnished,1,Yes,Yes,Yes,No,Yes,3.12,6.09,2.8,North,24x7,17.472985,78.455305,44.43
Neknampur,Builder Floor,1764,3,3,0,3,8,3,Unfurnished,1,No,Yes,No,No,No,6.39,3.78,1.18,North,Limited,17.382046,78.422533,106.84
Champapet,Apartment,1433,3,2,1,14,17,10,Semi-Furnished,1,Yes,No,Yes,Yes,Yes,3.53,0.4,4.66,South-West,24x7,17.377071,78.528634,77.74
Patancheru,Apartment,1878,3,3,3,5,11,24,Semi-Furnished,0,Yes,No,No,No,No,14.25,5.67,1.4,North-East,12 Hours,17.295035,78.406039,59.28
Safilguda,Independent House,1218,2,2,1,17,17,4,Semi-Furnished,0,No,Yes,Yes,No,Yes,11.55,1.09,1.57,South-East,12 Hours,17.341365,78.42356,66.52
Suchitra,Villa,785,1,2,1,7,14,1,Fully Furnished,1,Yes,No,Yes,Yes,Yes,14.89,6.92,2.62,South-East,12 Hours,17.289369,78.541597,48.77
Chandanagar,Apartment,1752,4,4,2,6,12,6,Fully Furnished,0,Yes,Yes,Yes,No,No,2.51,6.22,4.79,North-West,24x7,17.378544,78.507879,100.6
Himayat Nagar,Apartment,1853,3,3,3,0,7,20,Unfurnished,0,No,Yes,No,Yes,No,2.1,4.35,6.88,North,Limited,17.290421,78.5434,130.38
Tukkuguda,Apartment,1226,2,2,1,11,14,25,Unfurnished,0,No,Yes,Yes,No,No,7.31,6.13,7.64,North,12 Hours,17.437378,78.565361,38.15
Narsingi,Builder Floor,912,2,2,0,8,19,2,Fully Furnished,0,Yes,Yes,Yes,No,Yes,5.55,5.58,2.88,West,Limited,17.392108,78.482097,65.79
Himayat Nagar,Apartment,1827,3,3,2,16,18,7,Unfurnished,1,Yes,Yes,Yes,No,No,3.76,1.86,9.19,North,12 Hours,17.462485,78.565487,130.64
Miyapur,Apartment,1709,4,4,3,17,19,12,Semi-Furnished,1,Yes,No,No,Yes,Yes,3.32,6.3,8.04,East,Limited,17.408014,78.572082,84.66
Saroornagar,Villa,999,2,2,1,12,15,1,Fully Furnished,2,Yes,Yes,Yes,Yes,No,8.39,1.66,6.18,North-East,12 Hours,17.386792,78.477265,67.71
Bollaram,Apartment,653,1,1,0,9,18,12,Unfurnished,0,No,Yes,No,Yes,Yes,3.92,1.9,8.96,North-East,Limited,17.476774,78.415263,20.76
Dilsukhnagar,Independent House,1488,3,2,0,12,14,7,Semi-Furnished,2,Yes,Yes,Yes,Yes,Yes,10.84,5.61,4.19,South,12 Hours,17.34151,78.442502,87.07
Chandanagar,Apartment,1012,2,2,0,0,10,17,Fully Furnished,1,No,No,Yes,Yes,No,1.6,6.75,6.52,North-East,Limited,17.484759,78.397693,46.65
Madhapur,Independent House,1244,3,2,1,0,13,9,Semi-Furnished,2,Yes,Yes,No,No,No,3.39,6.69,6.43,South-East,24x7,17.301514,78.417604,132.66
Raidurg,Apartment,1758,3,3,2,7,16,4,Unfurnished,1,No,Yes,Yes,No,Yes,13.51,6.26,5.94,North-West,12 Hours,17.387092,78.438458,136.16
Jubilee Hills,Apartment,557,1,2,0,16,20,11,Unfurnished,0,Yes,Yes,No,Yes,No,6.79,1.03,5.64,South,24x7,17.302393,78.447344,73.93
Pragathi Nagar,Apartment,1083,2,2,1,1,9,5,Fully Furnished,2,Yes,No,Yes,Yes,Yes,12.4,1.69,9.6,West,12 Hours,17.473941,78.453676,58.77
Madinaguda,Apartment,1896,3,3,1,3,4,12,Fully Furnished,0,Yes,Yes,No,No,Yes,5.35,0.65,3.61,East,12 Hours,17.466919,78.387937,101.65
Osman Nagar,Independent House,1437,3,3,1,0,2,22,Unfurnished,1,Yes,Yes,No,No,No,12.3,6.37,2.78,South,Limited,17.474674,78.404965,70.38
Quthbullapur,Independent House,2395,4,4,3,5,13,8,Unfurnished,2,No,Yes,No,Yes,Yes,3.76,0.5,4.4,North-East,24x7,17.477149,78.494208,103.37
Champapet,Apartment,1804,3,2,2,1,1,1,Semi-Furnished,2,No,Yes,No,Yes,No,2.21,1.26,2.51,South-West,24x7,17.336526,78.476689,87.45
Nanakramguda,Apartment,1090,2,2,2,0,4,15,Unfurnished,1,No,Yes,Yes,Yes,No,5.67,4.36,8.95,North-East,Limited,17.431632,78.585784,74.34
Khairatabad,Builder Floor,1690,3,3,2,12,20,12,Semi-Furnished,0,No,Yes,Yes,No,No,11.08,6.21,8.59,South-West,12 Hours,17.392644,78.493365,121.41
Kollur,Apartment,1397,3,4,1,4,17,11,Unfurnished,2,No,Yes,No,Yes,Yes,11.72,1.2,0.67,South-East,Limited,17.318832,78.582191,53.93
Peerzadiguda,Apartment,1640,3,4,2,1,18,6,Fully Furnished,2,Yes,No,Yes,No,No,8.09,3.84,1.92,West,24x7,17.384667,78.507349,81.12
Bowenpally,Apartment,1162,2,2,2,0,8,6,Fully Furnished,1,Yes,No,Yes,No,Yes,8.07,4.44,3.78,North,Limited,17.393757,78.525694,64.12
Pocharam,Apartment,1795,4,3,2,19,20,15,Fully Furnished,1,No,No,No,No,Yes,10.24,5.34,8.63,East,12 Hours,17.483057,78.508968,71.21
Shamshabad,Apartment,1123,2,1,2,5,10,25,Semi-Furnished,1,No,No,Yes,No,Yes,11.81,0.54,2.41,North-East,24x7,17.43943,78.420793,37.63
Boduppal,Villa,1284,2,1,0,0,17,9,Unfurnished,2,No,No,No,No,Yes,0.96,6.89,9.16,West,Limited,17.354392,78.473061,57.37
LB Nagar,Apartment,1893,3,4,0,5,13,16,Semi-Furnished,0,Yes,No,Yes,No,Yes,2.22,2.33,8.66,South-West,Limited,17.381835,78.545503,94.85
Safilguda,Builder Floor,1264,2,3,2,4,6,2,Fully Furnished,0,Yes,Yes,No,No,Yes,4.24,7.66,6.03,South-East,24x7,17.353414,78.548696,61.04
Vanasthalipuram,Apartment,1893,3,3,2,7,7,22,Unfurnished,0,No,Yes,No,No,Yes,2.3,2.77,5.87,South-West,24x7,17.329877,78.487601,78.86
Neknampur,Independent House,1461,3,2,2,0,10,0,Unfurnished,2,No,Yes,No,No,No,1.15,2.14,8.68,West,24x7,17.286817,78.51636,97.25
Gachibowli,Independent House,1362,3,4,1,5,6,17,Fully Furnished,2,No,No,Yes,No,Yes,11.27,2.29,6.09,South-West,Limited,17.374104,78.580094,131.9
Mehdipatnam,Independent House,1810,3,4,1,6,14,20,Semi-Furnished,1,No,No,No,Yes,No,13.69,7.31,8.48,North-West,24x7,17.457686,78.41459,96.26
Kollur,Apartment,1640,3,4,3,4,4,10,Unfurnished,2,No,Yes,Yes,No,No,13.96,5.69,2.94,North,12 Hours,17.458596,78.503321,76.33
Nanakramguda,Apartment,900,2,3,2,13,13,15,Semi-Furnished,1,Yes,No,Yes,No,Yes,14.86,7.09,5.97,South-West,24x7,17.359409,78.40519,65.8
Mallapur,Independent House,1060,2,2,0,5,15,18,Fully Furnished,2,Yes,No,Yes,Yes,No,13.67,3.44,4.28,North,12 Hours,17.363896,78.560112,49.77
Kollur,Apartment,2105,4,4,0,8,11,9,Semi-Furnished,1,No,Yes,No,No,Yes,12.48,3.26,4.94,North,Limited,17.478347,78.578328,94.12
Bachupally,Apartment,905,2,2,2,0,12,21,Unfurnished,1,Yes,Yes,No,Yes,No,3.78,6.96,1.97,East,Limited,17.35461,78.565811,38.84
Neredmet,Apartment,1185,2,1,1,2,8,8,Unfurnished,2,Yes,No,No,Yes,No,3.74,1.58,9.68,South-East,24x7,17.373688,78.450899,61.29
Karmanghat,Apartment,1945,4,3,2,7,15,5,Unfurnished,0,No,No,No,No,No,5.32,3.17,4.38,North-West,24x7,17.422554,78.441395,77.64
Neredmet,Builder Floor,1037,2,3,0,2,12,19,Semi-Furnished,0,No,No,No,No,Yes,2.34,1.77,9.32,South-East,Limited,17.295331,78.396559,40.11
Punjagutta,Apartment,1054,2,2,1,0,14,1,Semi-Furnished,2,Yes,No,No,Yes,No,1.77,6.46,9.54,South-West,Limited,17.355695,78.449827,95.7
Balapur,Apartment,1802,3,3,1,1,3,14,Unfurnished,1,No,No,Yes,Yes,No,6.64,1.53,2.37,North-East,12 Hours,17.349147,78.425152,58.54
Lakdikapul,Apartment,626,1,2,1,2,8,25,Unfurnished,0,No,No,Yes,Yes,Yes,2.05,4.37,1.53,South-West,24x7,17.479981,78.468923,34.62
Champapet,Apartment,1768,3,3,1,9,15,17,Fully Furnished,2,Yes,Yes,No,Yes,No,11.43,4.93,0.58,East,Limited,17.400309,78.583368,84.4
Somajiguda,Apartment,1212,3,3,0,3,18,8,Unfurnished,0,Yes,No,Yes,No,Yes,8.52,6.01,7.1,East,12 Hours,17.421256,78.529897,107.6
Kompally,Builder Floor,1873,3,4,0,0,6,24,Unfurnished,0,Yes,No,No,No,No,0.82,1.36,6.55,North,12 Hours,17.302716,78.522074,92.01
Nacharam,Apartment,1211,2,2,2,6,17,12,Unfurnished,0,No,No,No,No,Yes,12.78,3.29,8.69,North,24x7,17.404229,78.534616,50.63
Kompally,Independent House,1071,2,2,1,7,12,22,Unfurnished,1,No,No,No,Yes,Yes,0.83,7.85,6.42,East,12 Hours,17.453324,78.392771,50.15
LB Nagar,Apartment,1182,2,1,1,5,9,1,Fully Furnished,1,Yes,No,Yes,Yes,Yes,12.78,0.48,9.96,North-East,Limited,17.377066,78.430218,72.63
Ghatkesar,Apartment,2123,4,3,1,11,19,24,Semi-Furnished,1,No,No,No,Yes,Yes,10.47,6.89,2.4,South,12 Hours,17.475661,78.401233,70.4
Kothapet,Apartment,1485,3,3,3,16,17,11,Fully Furnished,2,Yes,Yes,Yes,No,No,5.91,5.02,2.19,South-East,24x7,17.354564,78.510747,74.93
Mallapur,Apartment,1125,2,2,0,3,6,10,Unfurnished,1,Yes,Yes,No,No,No,12.61,6.62,7.9,East,24x7,17.310129,78.444646,60.99
Dilsukhnagar,Apartment,891,2,1,1,4,5,9,Semi-Furnished,0,Yes,No,No,No,No,3.74,3.11,2.53,West,Limited,17.327709,78.468929,37.21
Bowenpally,Apartment,1390,3,3,0,13,17,21,Fully Furnished,1,No,Yes,No,No,No,14.42,2.28,5.08,North,24x7,17.328491,78.460036,78.17
Kondapur,Apartment,1721,3,3,1,5,15,12,Unfurnished,0,No,No,No,No,Yes,3.23,7.49,9.36,North,24x7,17.480291,78.577633,110.95
Rajendra Nagar,Builder Floor,985,2,2,1,15,16,14,Unfurnished,1,No,No,No,No,No,1.19,7.96,6.75,North-West,24x7,17.333332,78.400307,44.88
Old Alwal,Apartment,2665,5,5,1,7,17,18,Semi-Furnished,2,No,No,Yes,Yes,No,7.2,7.23,6.45,South,12 Hours,17.338359,78.487885,120.79
LB Nagar,Apartment,1257,3,4,1,5,19,16,Semi-Furnished,0,Yes,Yes,Yes,No,No,6.41,6.86,7.27,South-West,Limited,17.456665,78.555673,64.48
Habsiguda,Apartment,1269,3,4,1,11,14,2,Unfurnished,2,No,No,No,Yes,Yes,2.16,4.61,7.61,North,24x7,17.422447,78.449267,73.13
Khairatabad,Apartment,993,2,3,0,15,16,18,Semi-Furnished,0,No,Yes,No,No,No,11.6,4.63,6.41,South-West,Limited,17.425313,78.388666,67.43
Meerpet,Independent House,1846,3,3,1,0,1,17,Fully Furnished,2,Yes,Yes,Yes,Yes,No,3.08,6.59,6.84,East,12 Hours,17.350876,78.525376,73.39
Punjagutta,Apartment,1024,2,1,1,1,19,18,Fully Furnished,1,No,Yes,Yes,Yes,Yes,10.84,5.16,3.85,South-West,24x7,17.345819,78.549025,73.03
Kothaguda,Apartment,1856,3,3,3,5,14,22,Fully Furnished,0,No,Yes,Yes,No,Yes,7.12,4.81,1.98,North-West,24x7,17.374265,78.532104,139.39
Beeramguda,Villa,1238,2,2,1,6,8,14,Semi-Furnished,2,No,No,No,No,Yes,4.14,5.86,8.3,South-East,12 Hours,17.482474,78.431732,48.58
